
08/13/2008,-0.170303,0.087103,-0.264049,,,3.348947,0.115906,,,0.228067,-1.347369,0.031765,0.053569,,,1.364087,-0.214522,-0.167467,,-0.209990,-0.129868,4.147391,-0.483234,0.393168,,0.000000,-0.012006,,0.000000,0.491002,-0.299485,,,0.689683,-0.303632,,,0.142779,,2.470215,,,,,,,-0.170132,-0.102123,2.162832,,-1.005272,-1.618929,6.142671,3.984556,,,
08/12/2008,0.422365,-0.065422,0.450885,,,-0.863892,1.399823,,,-0.848551,-0.700319,0.620132,0.154130,,,-0.824007,0.693578,0.495606,,0.300816,0.310418,-0.614618,-1.114974,-1.407401,,0.018178,0.181223,,0.263334,-0.196016,0.734594,,,-1.602665,0.861381,,,0.250170,,-1.102584,,,,,,,0.443648,-0.145223,0.830744,,0.697973,-1.309353,1.575221,0.779718,,,
08/11/2008,-0.250713,0.021903,-0.422636,,,-0.107870,1.364825,,,-0.774620,-0.473374,-0.181367,-0.751741,,,-3.592601,-0.486577,-0.307660,,-0.607991,-0.119954,-0.466866,-0.370549,1.132988,,-0.018175,-0.132774,,1.134417,2.104378,-0.356374,,,1.643686,-0.589875,,,-0.709758,,-0.183427,,,,,,,0.000000,2.247317,0.129804,,0.880145,3.061486,-5.474417,-0.097346,,,
08/08/2008,-0.150337,-0.021898,-0.039385,,,-2.803753,0.000000,,,-1.797159,-1.151724,-1.337331,-1.982257,,,-1.907420,-0.045307,-0.158142,,0.400414,0.190454,-3.259820,0.692698,0.203749,,-0.009029,-0.084334,,2.146612,2.086850,-0.337285,,,-0.569145,-0.104513,,,-1.812016,,-3.898797,,,,,,,-2.316451,2.752548,-0.413808,,2.084382,4.758725,-3.521162,-1.173969,,,
08/07/2008,0.523567,0.065464,0.637862,,,0.553406,-2.203471,,,-0.307739,-0.210377,-0.544564,-0.596319,,,-0.773226,0.936087,0.627369,,0.512982,0.362349,-0.725050,-0.503591,-1.954996,,0.027210,0.217468,,1.909552,0.970961,1.655249,,,-3.342745,1.280224,,,-0.450961,,1.068958,,,,,,,0.300731,-3.397818,-0.309586,,-1.938365,-1.960718,-1.416212,-1.888228,,,
08/06/2008,-0.110622,-0.043533,-0.132788,,,-1.068984,0.000000,,,-0.720304,-0.413814,-0.479416,-0.271446,,,0.510382,0.034310,-0.037314,,-0.260947,-0.180929,2.173468,0.720185,0.071491,,0.009148,0.012030,,0.347952,1.254853,-0.284264,,,0.610249,-0.163277,,,-0.483240,,-0.177843,,,,,,,-0.548529,-0.103389,0.990320,,1.068588,-0.505046,2.871028,3.437488,,,
08/05/2008,-0.170747,0.021771,-0.409796,,,-0.698864,0.000000,,,-1.441074,-0.346279,-0.569955,-0.807895,,,-2.267317,-0.511323,-0.205654,,-0.349948,0.010034,-0.038112,0.402347,0.632162,,0.000000,-0.048255,,2.208466,2.464540,-0.883763,,,1.761637,-0.535347,,,-0.515033,,-1.979081,,,,,,,-0.824425,0.549022,1.159946,,1.738761,4.462826,-0.905950,1.185791,,,
08/04/2008,-0.290190,0.021776,-0.184617,,,-3.304271,1.669460,,,0.043036,-0.531778,-0.883315,0.315175,,,-1.715877,-0.068048,-0.055890,,-0.318956,-0.110420,-5.549295,-1.061004,0.201578,,0.000000,-0.012022,,0.789592,0.193473,0.000000,,,0.493436,-0.228954,,,0.000000,,-3.483769,,,,,,,0.181665,-0.678052,-4.337911,,0.914256,0.743398,-7.344182,-7.376914,,,
08/01/2008,-0.118105,-0.030532,0.176922,,,-1.113741,0.000000,,,-1.319850,-0.406603,-0.339819,-0.375582,,,-0.410564,0.050055,0.110203,,-0.124357,0.161784,0.725261,-0.321945,-0.071869,,-0.013662,0.019239,,-0.178901,-0.894033,0.137535,,,-0.217152,0.060976,,,-0.307986,,1.050105,,,,,,,-0.378436,-1.936455,-1.808137,,-0.182518,-0.981179,-3.967366,1.017054,,,
07/31/2008,0.510545,0.000000,0.343562,,,-0.834601,0.000000,,,-0.158026,0.040231,-0.112186,0.172846,,,0.569133,0.798639,0.487363,,0.308339,0.130519,-3.440382,0.448702,-1.613843,,0.045407,0.205159,,0.035455,-0.360620,0.584383,,,-2.028698,0.989247,,,0.068398,,-2.095369,,,,,,,0.245284,5.119884,-0.737244,,-1.544702,-0.662049,-3.547096,-5.056195,,,
07/30/2008,0.110155,0.021774,0.026453,,,1.977390,-0.450308,,,-0.919262,0.105739,0.112312,-0.076769,,,-1.245316,0.194436,0.131142,,0.279185,0.150686,5.822706,0.905531,-0.352626,,0.000000,0.024265,,0.721877,0.812184,0.283945,,,-0.409704,0.076914,,,0.034211,,4.171767,,,,,,,0.493628,0.198059,2.365161,,1.162970,-0.104103,4.799485,7.390618,,,
07/29/2008,-0.120056,0.000000,-0.158464,,,-1.138144,0.000000,,,-0.478337,-0.689854,-0.030591,-0.931239,,,-1.186976,-0.285006,-0.280568,,-0.397322,-0.190593,-1.628258,1.651906,0.753225,,-0.009034,-0.084455,,1.763403,2.565710,0.075906,,,0.883671,-0.382938,,,-0.916831,,-2.486573,,,,,,,0.000000,1.061434,1.975919,,2.343480,3.566057,2.948899,-2.176293,,,
07/28/2008,0.452504,0.000000,0.663956,,,0.497202,1.457600,,,0.093609,0.130141,-0.325793,0.273164,,,0.196399,0.573102,0.451013,,0.569227,0.251515,-0.574136,-2.430578,-1.276800,,0.009035,0.205295,,-1.053911,-1.618014,0.418252,,,-1.915224,0.810625,,,0.340935,,1.279339,,,,,,,0.098759,-0.107663,-0.127975,,-0.848440,-2.356730,0.992781,1.288997,,,
07/25/2008,-0.510188,0.021779,-0.633333,,,-1.252515,-1.552748,,,-0.321503,0.265986,-0.627298,0.101763,,,0.109230,-0.581401,-0.290343,,-0.506684,-0.300812,0.472957,-0.052565,1.235785,,0.009036,-0.132558,,0.035971,0.980485,0.554868,,,1.952621,-0.766169,,,-0.068383,,-2.158486,,,,,,,0.065883,0.571848,0.153958,,-0.549769,-1.557996,4.221265,-0.686475,,,
07/24/2008,0.694960,-0.021774,0.717700,,,0.073819,1.809942,,,-0.238191,-0.578781,-0.302630,0.012645,,,0.981690,0.862470,0.631817,,0.902285,0.251389,-0.885916,-1.226117,-1.676046,,0.000000,0.278260,,-2.963591,-4.771340,0.000000,,,-2.175113,0.947563,,,-0.101864,,1.439712,,,,,,,-0.082445,-1.055104,-2.526761,,-0.620000,-2.134967,-3.986841,-0.864478,,,
07/23/2008,0.121136,0.043567,0.039811,,,-2.258061,-0.929115,,,-0.912602,0.430910,-0.171215,-0.600536,,,-2.631296,-0.160788,-0.103675,,-0.040115,-0.230882,-4.697637,1.347883,0.181936,,0.027231,-0.048314,,0.854092,0.942503,-0.171994,,,0.434144,-0.106258,,,-0.305062,,-3.193961,,,,,,,-0.360751,-1.148887,-1.259872,,0.697281,1.934755,-3.452668,-5.476319,,,
07/22/2008,-0.341845,0.043586,-0.304825,,,-2.185009,0.000000,,,-0.571030,-0.453920,-0.729757,-0.727955,,,-2.308257,-0.343110,-0.244391,,-0.039931,-0.309790,-2.666026,0.291472,0.633630,,-0.018073,-0.084638,,-4.519227,-3.084661,-0.342809,,,1.262052,-0.356067,,,-0.807464,,-3.140527,,,,,,,-0.245205,2.973194,0.148397,,1.756169,2.659579,-3.789387,-5.394743,,,
07/21/2008,0.525418,-0.087096,0.212513,,,1.212902,-0.150993,,,0.646528,0.134863,0.451949,0.415915,,,1.092490,0.229205,0.112903,,0.301314,0.250493,3.922509,2.779609,-0.504283,,0.018077,0.048457,,-0.975544,-0.844558,-0.094411,,,-0.996811,0.173470,,,0.405369,,2.135197,,,,,,,0.180098,1.984558,2.070586,,-0.224038,-1.776594,5.148898,4.395578,,,
07/18/2008,-0.582596,0.130952,-0.159074,,,-1.706440,0.000000,,,0.143955,-0.064867,0.181085,0.050415,,,-0.105955,-0.342718,-0.337565,,-0.270499,-0.229885,2.041859,1.381510,0.762190,,-0.009037,-0.181104,,-0.268719,-0.481111,-0.341317,,,0.749687,-0.249995,,,0.067473,,-1.032882,,,,,,,-0.228893,-1.207650,-0.677368,,-1.685688,3.087635,-0.258178,0.865956,,,
07/17/2008,-0.440036,-0.152521,-0.461917,,,-2.351112,-0.992864,,,-0.378770,-0.014954,-0.560184,0.100999,,,-0.074113,-0.477514,-0.420053,,-1.090370,-0.655445,-1.295234,5.232046,1.156758,,0.000000,-0.144738,,2.936128,2.147848,-0.433519,,,1.289400,-0.659093,,,-0.269566,,-3.405034,,,,,,,-0.504436,1.319000,0.630929,,0.183589,0.469083,-6.128861,-4.829397,,,
07/16/2008,-0.763928,0.021774,-0.824821,,,-1.528507,-2.701280,,,-0.549880,-0.184374,0.039959,-0.527364,,,-1.910894,-0.912862,-0.436985,,-0.591261,-0.247827,-0.680500,7.836681,1.698980,,0.009038,-0.096185,,2.152468,3.230341,-1.541319,,,3.622311,-1.291938,,,-0.402919,,-2.793843,,,,,,,-0.742726,0.946184,0.380296,,1.264435,4.014685,-0.241616,-2.318422,,,
07/15/2008,0.388441,0.021779,0.091705,,,-3.177172,-0.977599,,,0.686953,0.480563,0.311193,-0.062710,,,0.197711,0.361920,0.326356,,0.019724,0.859504,-4.096625,-5.115686,-0.491363,,0.036398,0.144647,,1.214640,0.981391,0.260852,,,0.163552,0.207916,,,0.201866,,-4.332652,,,,,,,0.601159,2.837582,-0.978503,,-0.186169,0.000000,-4.179779,-4.372652,,,
07/14/2008,0.149506,0.000000,0.540131,,,0.043424,1.620589,,,0.660231,0.361712,0.524808,-0.031345,,,1.157895,0.534356,0.412121,,0.465413,-0.129815,2.275204,-7.126662,-1.100441,,0.036411,0.229618,,-0.674242,-1.221659,0.863938,,,-1.967910,0.752110,,,0.100835,,0.076668,,,,,,,-0.210875,-0.850683,1.116100,,0.074402,-0.521982,1.983742,0.619719,,,
07/11/2008,-0.565316,0.065379,-0.628359,,,1.390845,-2.278225,,,0.476998,0.540513,-0.110904,0.917760,,,1.778444,-0.934741,-0.697376,,-0.717495,-0.614949,-0.155648,-3.209060,1.818973,,-0.009160,-0.205060,,-0.212597,-0.356912,-1.479852,,,2.956626,-1.055080,,,0.814864,,2.667483,,,,,,,0.751217,0.592264,-0.075649,,-1.065243,-2.083046,0.833423,0.046475,,,
07/10/2008,0.089411,0.087248,0.275622,,,2.720883,0.907079,,,0.667950,-0.231855,0.272863,0.272921,,,1.988636,0.033793,-0.037273,,0.108237,0.168887,2.554101,-1.785384,-0.058148,,0.000000,-0.120610,,1.801871,1.469432,-0.055741,,,0.195476,0.075442,,,0.238167,,4.277246,,,,,,,1.190132,1.639078,0.381189,,0.740339,-1.760105,4.439238,4.435089,,,
07/09/2008,0.388843,0.021817,0.013029,,,-0.067792,0.000000,,,0.219726,0.730952,0.804947,0.580917,,,0.615655,0.475527,0.420105,,0.424983,0.499351,-1.687146,0.687483,-0.950732,,0.045473,0.169011,,-3.979463,-4.045841,0.763992,,,-1.159306,0.483247,,,0.478615,,-0.245633,,,,,,,-0.575213,-1.417855,0.178507,,-0.989685,-2.108436,0.613061,-2.045362,,,
07/08/2008,0.390190,-0.043614,0.567778,,,-3.625405,0.248180,,,-0.073142,-0.439694,-0.101827,-0.394248,,,-0.426929,0.249674,0.074654,,0.826830,0.300346,-1.172818,-0.709140,-0.587171,,0.000000,0.012211,,0.873047,0.575567,0.939968,,,-1.348980,0.294359,,,-0.306622,,-4.375816,,,,,,,-0.457936,4.227010,-1.058954,,1.299439,2.595801,-1.986472,-2.368412,,,
07/07/2008,0.351467,-0.021665,0.052898,,,-1.357028,0.718140,,,-0.416374,-0.216852,0.295974,0.159278,,,-0.900412,0.467485,0.243544,,-0.099442,0.261056,-2.333793,-1.039131,-0.739001,,0.009165,0.060290,,-0.174796,0.599215,0.000000,,,-0.843279,0.362252,,,0.000000,,-1.600753,,,,,,,0.147570,-0.970135,0.507071,,1.012081,-1.140531,-0.548753,-3.481228,,,
07/03/2008,0.030037,0.000000,0.079410,,,-0.043205,0.000000,,,-0.331966,-0.571554,-0.709390,-1.127150,,,-1.285072,0.034033,0.159510,,-0.079624,-0.100331,-1.867407,0.104340,-0.014330,,0.008934,0.169420,,-0.623063,-2.871530,0.000000,,,0.423447,-0.085710,,,-0.979043,,-0.017117,,,,,,,-0.032747,-0.254788,0.611907,,-0.074461,0.862778,-0.267708,-3.028064,,,
07/02/2008,-0.120345,0.000000,-0.342701,,,1.909118,0.808106,,,1.005915,-0.015021,0.889689,0.582685,,,0.907716,0.240217,0.235148,,-0.238137,0.423206,-3.961627,-1.105904,-0.677611,,0.009167,0.012080,,-1.768834,-2.390814,-0.131256,,,-0.968843,0.305892,,,0.475124,,1.963522,,,,,,,0.311910,0.272514,-4.272740,,-0.112176,-1.101919,-11.496177,-2.870879,,,
07/01/2008,-0.346027,0.034841,-0.071059,,,1.764379,-0.303470,,,-0.567706,0.134017,-0.220437,0.321439,,,1.435931,-0.271471,-0.106257,,-0.096197,0.039226,0.963930,-2.546959,0.325794,,0.022748,-0.025442,,-0.842806,-0.351953,-0.105408,,,0.860491,-0.002850,,,0.135588,,0.818230,,,,,,,0.281766,1.996167,-1.845230,,-0.112659,-1.264604,-1.776307,1.109879,,,
06/30/2008,0.049967,-0.065387,0.329096,,,-1.776778,2.399584,,,-0.145058,-0.124904,-0.958391,-0.252782,,,-0.371301,0.068267,0.046896,,0.059387,0.494993,0.657353,-0.049870,0.084926,,0.036340,0.060421,,-0.802944,-1.005366,0.112605,,,-0.232790,-0.114180,,,-0.169600,,-0.079121,,,,,,,0.065607,-0.328445,-0.405489,,0.715749,-0.453614,0.617010,2.523669,,,
06/27/2008,0.239701,0.043611,0.263787,,,0.263970,-0.373662,,,0.457488,0.340874,0.252956,0.094909,,,1.260644,0.491385,0.281906,,0.516285,0.010147,1.151167,-1.230657,-1.176602,,-0.009055,0.048199,,-0.366634,-0.653354,1.001495,,,-2.565925,0.834472,,,0.203854,,0.556931,,,,,,,0.197210,0.995694,-0.095111,,-1.043304,-1.684500,3.002444,1.210728,,,
06/26/2008,0.129986,0.000000,0.000000,,,3.317217,0.959158,,,-0.197178,0.671263,-0.191904,0.611003,,,3.419488,0.563141,0.529214,,0.139200,0.405691,-0.096233,-1.407588,-0.984671,,0.018114,0.290678,,-4.092312,-4.494069,1.107869,,,-1.287439,0.501141,,,0.649665,,4.258065,,,,,,,0.828677,-1.174107,-2.465522,,-3.034922,-2.348821,-0.273211,-0.892635,,,
06/25/2008,0.050006,0.021810,0.039445,,,-0.384537,-0.129204,,,0.437797,0.278348,0.080821,0.692180,,,-0.228206,-0.011586,0.075621,,0.000000,0.091276,-0.646416,1.653388,0.278203,,0.027294,0.072803,,1.459904,1.754185,-0.664482,,,0.224357,0.019396,,,0.549879,,-2.208202,,,,,,,0.032990,1.170364,0.303266,,2.253621,0.743984,-0.326699,-1.199909,,,
06/24/2008,0.200598,0.000000,0.424156,,,0.022577,1.065802,,,0.366237,0.253629,0.334501,0.276432,,,0.573789,0.531304,0.360529,,0.249130,0.407886,-2.020376,-0.686383,-1.290488,,0.036367,0.182178,,0.587083,0.507132,0.764935,,,-1.587277,0.640441,,,0.276108,,0.027047,,,,,,,0.549928,-0.017481,-1.899308,,0.333283,0.407229,-1.996139,-3.096119,,,
06/23/2008,-0.130142,0.000000,-0.343285,,,0.706749,0.096985,,,-0.229673,-0.585062,0.233682,-0.632304,,,-2.111885,-0.046031,-0.132671,,-0.278316,-0.466962,4.829775,-2.670739,0.123617,,0.009063,-0.109123,,-1.447223,-1.332985,-0.114313,,,-0.371308,-0.058203,,,-0.820715,,1.630933,,,,,,,-0.596431,-1.173701,0.645126,,-0.368748,-1.734885,1.616178,3.734926,,,
06/20/2008,0.301325,0.043639,0.198469,,,0.688723,1.124032,,,0.251119,0.252839,-0.233137,0.817746,,,0.383401,0.463886,0.380541,,0.169324,-0.994275,-0.502401,-0.709959,-0.817951,,-0.018124,0.182148,,-1.830374,-2.256195,0.691950,,,-1.436660,0.673596,,,0.827506,,2.085867,,,,,,,0.600010,-0.615966,-2.024216,,-1.135904,-2.939476,-1.045423,-0.413913,,,
06/19/2008,-0.509760,-0.021815,-0.250809,,,-2.331827,-0.326465,,,0.547090,0.651520,0.294822,-0.186377,,,0.487252,-0.576603,-0.426317,,-0.268146,-0.230544,-1.380935,-0.961573,0.963497,,0.009063,-0.193936,,1.897684,2.611389,-0.611452,,,1.513490,-0.485863,,,-0.137864,,-3.589142,,,,,,,-0.249462,1.883244,0.179675,,0.328166,1.274059,-0.214039,-2.564474,,,
06/18/2008,0.421542,0.043649,0.331044,,,1.363672,0.944224,,,0.348404,0.193819,-0.010165,0.141559,,,1.262192,0.545030,0.313729,,0.549186,-0.110117,0.706880,-0.629125,-0.751390,,0.036263,0.097062,,-1.924320,-2.209433,0.848042,,,-1.770522,0.665026,,,0.276079,,2.033493,,,,,,,0.266715,-0.941154,-0.670095,,-1.117457,-2.204050,2.545039,0.126921,,,
06/17/2008,0.342441,-0.021820,0.332376,,,1.010054,0.430067,,,0.349622,-0.320337,0.418519,0.251567,,,0.218491,0.337326,0.419793,,0.491562,0.030011,2.103974,-0.116077,-0.880049,,0.045583,0.194665,,-0.937682,-1.357692,0.270592,,,-0.470808,0.215744,,,0.173002,,-0.284430,,,,,,,0.200764,-0.307176,0.538965,,-0.323450,-1.012238,0.330107,3.550112,,,
06/16/2008,0.110892,0.000000,0.092994,,,-0.091764,-0.285803,,,0.191093,0.825169,0.729931,0.740959,,,1.281155,0.011733,-0.028693,,-0.100211,-0.179907,0.933253,0.656319,-0.202809,,0.000000,0.060758,,0.724294,2.004310,0.251945,,,-0.228195,0.107989,,,0.696413,,-0.192308,,,,,,,0.961149,1.173759,-0.089303,,-1.067048,-0.315129,0.631359,1.527699,,,
06/13/2008,-0.251581,0.065364,0.093313,,,-0.638247,-0.817903,,,0.544188,0.010275,-0.582565,-0.388507,,,0.210084,-0.232311,-0.104875,,-0.140133,-0.109831,0.801511,0.446988,0.448021,,-0.009069,0.109777,,3.316483,2.579508,-1.225197,,,0.716449,-0.274112,,,-0.381709,,-1.860340,,,,,,,0.101120,1.489468,2.484752,,-0.070931,2.487501,3.686225,0.282633,,,
06/12/2008,-0.619517,-0.065321,-1.093021,,,-0.022721,0.218690,,,-1.853956,-0.767995,-0.336205,-0.834533,,,-1.551189,-0.874528,-0.897179,,-0.784560,-0.644937,-1.923401,0.140742,2.021872,,0.000000,-0.485047,,0.163410,0.412627,0.000000,,,2.139983,-1.035985,,,-0.757229,,0.252275,,,,,,,-0.503708,0.369431,-0.045740,,0.679595,0.814820,-1.571214,-2.225140,,,
06/11/2008,0.130208,0.065364,0.582683,,,3.685307,-0.586684,,,0.600635,0.444446,0.316718,0.665677,,,1.860955,0.103644,0.312644,,0.499076,-0.019762,0.197639,-1.255785,-0.207405,,0.018142,0.169901,,-2.847922,-3.197443,-0.209575,,,0.041443,0.087011,,,0.553686,,3.709587,,,,,,,-0.117514,-2.134425,-1.784876,,-0.533903,-2.104848,-0.707003,1.610797,,,
06/10/2008,-0.527592,0.065407,-0.566263,,,-0.400019,-1.708508,,,-0.262707,-0.916262,-0.101988,-1.105780,,,-2.765449,-0.595424,-0.602463,,-0.634748,-0.444385,-2.483303,-0.509590,1.174627,,-0.027321,-0.230165,,-1.404331,-2.011884,-0.570268,,,1.614053,-0.491603,,,-0.925949,,-1.861531,,,,,,,-1.340559,-0.581389,-1.271001,,0.178480,0.383801,-3.341202,-2.968224,,,
06/09/2008,-0.505166,0.043715,-0.822773,,,1.022122,0.053322,,,-1.399048,0.162275,-0.203781,-0.893149,,,-1.236372,-0.716199,-0.812727,,-0.601299,0.168085,2.561051,-0.575393,1.432406,,-0.045437,-0.506437,,-0.187041,-2.074505,-0.226808,,,0.210964,-0.489674,,,-0.951051,,-2.781492,,,,,,,-0.280499,-1.533525,1.516750,,0.357651,-0.063791,2.513253,2.679683,,,
06/06/2008,0.557746,0.021862,0.511932,,,2.559942,2.665427,,,0.458151,0.555731,-0.132283,1.133946,,,2.641901,0.871698,0.639171,,0.356184,-0.108518,-1.321824,-0.343907,-1.522443,,0.009065,0.132941,,-2.401065,-1.375417,1.111053,,,-2.682764,0.890844,,,1.099036,,7.907648,,,,,,,0.831937,-1.868406,-2.944188,,-2.477494,-4.227890,-0.750613,-0.629146,,,
06/05/2008,-0.367194,-0.065544,-0.457512,,,3.795336,-0.164226,,,0.229602,0.260716,0.061091,1.048653,,,0.046168,-0.524875,-0.374459,,-0.394218,0.019690,4.775566,1.348373,0.759994,,0.000000,-0.132765,,0.305178,1.288896,-0.685232,,,1.261306,-0.892465,,,0.587021,,5.021216,,,,,,,0.283635,1.391636,3.361356,,1.022468,1.303626,4.740036,5.380823,,,
06/04/2008,-0.355770,-0.021843,-0.481224,,,-1.495550,-1.616242,,,0.608834,-0.478204,-0.967883,-0.135789,,,-0.264763,-0.363749,-0.187076,,-0.451247,-0.197325,0.011152,-1.691433,0.751409,,0.000000,-0.036035,,1.862986,1.574232,0.075976,,,1.748692,-0.306015,,,-0.275508,,-1.659215,,,,,,,-0.481575,0.743198,-0.429608,,-0.070306,0.593423,-2.721587,-2.583341,,,
06/03/2008,0.188187,0.000000,0.391828,,,-2.360547,3.825526,,,-0.293087,-0.086434,-0.710930,-0.482503,,,-1.250426,0.525715,0.516855,,0.196689,-0.009743,-2.607429,-1.040231,-1.052091,,0.018250,0.144831,,-1.075238,-1.412799,-0.341379,,,-1.390651,0.509640,,,-0.513973,,-2.328967,,,,,,,-0.807183,-0.202619,0.112899,,0.530676,0.124672,-0.891752,-0.537861,,,
06/02/2008,0.371839,0.080844,0.488220,,,1.331544,-2.177313,,,-0.158955,-0.743148,-0.834814,-0.116901,,,0.571625,0.594096,0.446341,,0.328224,0.154999,-0.380385,-0.189722,-1.356336,,0.032674,0.197093,,-0.306578,-1.000921,0.532184,,,-1.113882,0.608438,,,-0.171167,,-0.009703,,,,,,,0.305674,-1.033757,-0.763588,,-0.877465,-0.990617,2.373352,3.350410,,,
05/30/2008,0.357684,0.043603,0.065399,,,0.670534,0.805195,,,0.010561,0.317696,-0.355492,0.373003,,,0.946336,0.333280,0.198028,,0.167306,0.128164,0.748234,0.542206,-0.385983,,-0.009069,0.145003,,-0.061278,1.471355,0.650569,,,-1.182179,0.435661,,,0.412331,,0.782320,,,,,,,0.032900,-0.250029,0.112163,,0.636280,-0.767495,3.081616,2.825803,,,
05/29/2008,-0.277445,-0.043584,-0.169976,,,-2.728776,0.187955,,,-0.619929,-0.186258,0.039479,-0.898640,,,-2.749719,-0.468821,-0.235219,,-0.264851,-0.118091,-2.563359,-0.045396,0.806050,,0.000000,-0.036359,,-0.030269,-0.348979,-0.853257,,,1.224166,-0.654112,,,-0.817515,,-3.455438,,,,,,,0.082317,3.424848,-0.670456,,0.389870,1.940965,-3.953911,-3.166768,,,
05/28/2008,-0.463643,0.043603,-0.519586,,,0.631832,-2.436903,,,0.425353,0.211851,0.386813,-0.286028,,,-0.391280,-0.749299,-0.477560,,-0.546331,-0.363196,2.805630,0.567511,1.466448,,0.000000,-0.180659,,0.307239,0.385293,-1.013787,,,2.207258,-0.744494,,,-0.170177,,1.592173,,,,,,,-0.458542,0.189266,2.496601,,0.141761,0.000000,4.214814,1.831500,,,
05/27/2008,-0.559140,0.000000,-0.555452,,,-1.602250,-1.413558,,,-0.134761,-0.211403,-0.571961,-0.518454,,,-2.004820,-0.485734,-0.438155,,-0.223854,0.019614,0.672699,-0.203971,0.968011,,0.009070,-0.108439,,1.558668,1.820406,-1.424893,,,1.469319,-0.757978,,,-0.507539,,-2.515194,,,,,,,-0.553468,1.098441,-0.456040,,0.284912,0.757262,-0.898391,-1.053266,,,
05/23/2008,0.384083,0.000000,0.428102,,,0.191706,1.117916,,,0.562689,0.136095,-0.187011,0.419068,,,0.263620,0.442486,0.421399,,0.155917,-0.049092,-1.677099,-0.338801,-0.916795,,0.000000,0.193081,,-0.681780,-0.761932,1.636544,,,-1.114420,0.495165,,,0.510128,,1.249645,,,,,,,0.655520,-0.606180,-1.371381,,-0.530867,-1.215301,-0.970591,-1.359747,,,
05/22/2008,-0.597154,0.065517,-0.400546,,,-1.440349,-1.960194,,,-0.734282,0.486234,-0.196377,-0.442491,,,-0.978899,-0.653862,-0.577161,,-0.436736,-0.137205,-1.033309,-0.582675,,,0.009070,-0.276746,,0.031364,0.570509,-1.079255,,,,-0.905798,,,-0.541138,,-2.474379,,,,,,,-0.424376,1.709144,-0.447772,,1.073719,-0.434667,-1.029082,-0.938453,,,
05/21/2008,-0.136741,0.000000,-0.025835,,,2.916238,1.573537,,,0.478155,0.076078,0.762070,0.809224,,,1.255507,-0.235997,-0.195197,,-0.154996,-0.185884,-2.056183,-1.109158,,,-0.018138,-0.108070,,-1.193479,-1.595214,-0.093063,,,,-0.132059,,,0.784036,,3.844679,,,,,,,-0.097591,-2.508111,-2.932850,,-1.027324,-2.125605,-2.203093,-1.885926,,,
05/20/2008,0.215365,-0.043613,-0.038737,,,1.379368,0.000000,,,0.574652,1.008600,0.049493,1.023588,,,1.497876,0.304323,0.204911,,0.194327,0.294305,0.738166,0.000000,,,0.000000,0.144462,,-1.861570,-2.461365,0.617364,,,,0.425967,,,0.824819,,1.459144,,,,,,,0.327117,0.034250,0.523781,,-1.501291,-1.554518,1.176741,1.983922,,,
05/19/2008,0.166834,0.000000,0.271900,,,0.148220,-1.465895,,,-0.208579,-0.357083,0.808614,-0.582410,,,0.358986,0.226163,0.233265,,0.233407,0.245993,0.842055,-1.053976,,,0.009070,0.108343,,0.060155,-0.476473,0.018731,,,,0.322803,,,-0.410513,,0.518236,,,,,,,0.000000,-0.393682,-0.261206,,0.561624,0.030194,-0.135621,1.725418,,,
05/16/2008,-0.244694,0.021880,-0.193838,,,1.451690,1.195109,,,1.331576,0.425249,0.109907,0.897578,,,2.306898,-0.169203,-0.167764,,-0.067962,0.187076,2.733696,0.774520,,,0.045485,0.024028,,0.391474,0.547343,0.450924,,,,-0.255781,,,0.862992,,2.055683,,,,,,,0.741227,0.171412,1.235109,,-0.035017,-0.682970,2.573110,2.414020,,,
05/15/2008,0.531415,0.000000,0.532645,,,1.139423,1.330221,,,0.809831,0.159084,0.381116,0.025829,,,2.205279,0.556016,0.449248,,0.547501,0.098678,3.267204,0.533559,,,0.009075,0.084412,,2.063014,2.327974,0.377078,,,,0.869149,,,0.138484,,-0.009978,,,,,,,-0.443024,0.395918,1.137281,,1.207290,0.958969,3.378803,0.571265,,,
05/14/2008,0.147815,0.000000,0.064999,,,-1.618922,-0.995580,,,-0.624738,-0.061612,-0.030030,-0.122643,,,-0.210699,-0.033911,-0.130898,,0.117566,0.168003,-2.011865,0.334330,,,0.000000,-0.072255,,1.121165,1.276601,-0.375662,,,,-0.133525,,,-0.103858,,-1.464949,,,,,,,-0.098103,-0.051709,0.560511,,0.392539,1.122039,-1.533711,-1.083002,,,
05/13/2008,-0.568435,-0.043741,-0.517301,,,0.550938,-2.168264,,,-0.526556,-0.565953,0.120375,-0.340688,,,-2.029817,-0.832666,-0.631382,,-0.458029,-0.118440,1.616800,0.044920,,,-0.036285,-0.168579,,0.124811,0.426920,-1.535159,,,,-0.926016,,,-0.481247,,1.598242,,,,,,,-0.114697,0.258670,0.563671,,-0.355111,0.365650,2.132692,1.773126,,,
